scenario,patients_per_clinic_block,patients_per_arrival_group,clinic_length_minutes,num_med_techs,num_rooms_per_provider,num_physicians,vitals_time_mean,vitals_time_k,exam_time_mean,exam_time_k,post_exam_time_mean,post_exam_time_k,room_turnover_time_mean,room_turnover_time_k,num_reps,seed,output_path,log_level
835,40,2,240,4,1,2,9,5,15,1,2,2,2.5,7,50,77,./output,30
836,16,2,240,4,1,2,9,5,20,1,2,2,2.5,7,50,77,./output,30
837,20,2,240,4,1,2,9,5,20,1,2,2,2.5,7,50,77,./output,30
838,24,2,240,4,1,2,9,5,20,1,2,2,2.5,7,50,77,./output,30
839,28,2,240,4,1,2,9,5,20,1,2,2,2.5,7,50,77,./output,30
840,32,2,240,4,1,2,9,5,20,1,2,2,2.5,7,50,77,./output,30
841,32,2,240,4,1,2,12,5,10,1,2,2,2.5,7,50,77,./output,30
842,36,2,240,4,1,2,12,5,10,1,2,2,2.5,7,50,77,./output,30
843,40,2,240,4,1,2,12,5,10,1,2,2,2.5,7,50,77,./output,30
844,44,2,240,4,1,2,12,5,10,1,2,2,2.5,7,50,77,./output,30
845,48,2,240,4,1,2,12,5,10,1,2,2,2.5,7,50,77,./output,30
846,24,2,240,4,1,2,12,5,15,1,2,2,2.5,7,50,77,./output,30
847,28,2,240,4,1,2,12,5,15,1,2,2,2.5,7,50,77,./output,30
848,32,2,240,4,1,2,12,5,15,1,2,2,2.5,7,50,77,./output,30
849,36,2,240,4,1,2,12,5,15,1,2,2,2.5,7,50,77,./output,30
850,40,2,240,4,1,2,12,5,15,1,2,2,2.5,7,50,77,./output,30
851,16,2,240,4,1,2,12,5,20,1,2,2,2.5,7,50,77,./output,30
852,20,2,240,4,1,2,12,5,20,1,2,2,2.5,7,50,77,./output,30
853,24,2,240,4,1,2,12,5,20,1,2,2,2.5,7,50,77,./output,30
854,28,2,240,4,1,2,12,5,20,1,2,2,2.5,7,50,77,./output,30
855,32,2,240,4,1,2,12,5,20,1,2,2,2.5,7,50,77,./output,30
856,32,2,240,4,1,2,6,5,10,1,5,2,2.5,7,50,77,./output,30
857,36,2,240,4,1,2,6,5,10,1,5,2,2.5,7,50,77,./output,30
858,40,2,240,4,1,2,6,5,10,1,5,2,2.5,7,50,77,./output,30
859,44,2,240,4,1,2,6,5,10,1,5,2,2.5,7,50,77,./output,30
860,48,2,240,4,1,2,6,5,10,1,5,2,2.5,7,50,77,./output,30
861,24,2,240,4,1,2,6,5,15,1,5,2,2.5,7,50,77,./output,30
862,28,2,240,4,1,2,6,5,15,1,5,2,2.5,7,50,77,./output,30
863,32,2,240,4,1,2,6,5,15,1,5,2,2.5,7,50,77,./output,30
864,36,2,240,4,1,2,6,5,15,1,5,2,2.5,7,50,77,./output,30
865,40,2,240,4,1,2,6,5,15,1,5,2,2.5,7,50,77,./output,30
866,16,2,240,4,1,2,6,5,20,1,5,2,2.5,7,50,77,./output,30
867,20,2,240,4,1,2,6,5,20,1,5,2,2.5,7,50,77,./output,30
868,24,2,240,4,1,2,6,5,20,1,5,2,2.5,7,50,77,./output,30
869,28,2,240,4,1,2,6,5,20,1,5,2,2.5,7,50,77,./output,30
870,32,2,240,4,1,2,6,5,20,1,5,2,2.5,7,50,77,./output,30
871,32,2,240,4,1,2,9,5,10,1,5,2,2.5,7,50,77,./output,30
872,36,2,240,4,1,2,9,5,10,1,5,2,2.5,7,50,77,./output,30
873,40,2,240,4,1,2,9,5,10,1,5,2,2.5,7,50,77,./output,30
874,44,2,240,4,1,2,9,5,10,1,5,2,2.5,7,50,77,./output,30
875,48,2,240,4,1,2,9,5,10,1,5,2,2.5,7,50,77,./output,30
876,24,2,240,4,1,2,9,5,15,1,5,2,2.5,7,50,77,./output,30
877,28,2,240,4,1,2,9,5,15,1,5,2,2.5,7,50,77,./output,30
878,32,2,240,4,1,2,9,5,15,1,5,2,2.5,7,50,77,./output,30
879,36,2,240,4,1,2,9,5,15,1,5,2,2.5,7,50,77,./output,30
880,40,2,240,4,1,2,9,5,15,1,5,2,2.5,7,50,77,./output,30
881,16,2,240,4,1,2,9,5,20,1,5,2,2.5,7,50,77,./output,30
882,20,2,240,4,1,2,9,5,20,1,5,2,2.5,7,50,77,./output,30
883,24,2,240,4,1,2,9,5,20,1,5,2,2.5,7,50,77,./output,30
884,28,2,240,4,1,2,9,5,20,1,5,2,2.5,7,50,77,./output,30
885,32,2,240,4,1,2,9,5,20,1,5,2,2.5,7,50,77,./output,30
886,32,2,240,4,1,2,12,5,10,1,5,2,2.5,7,50,77,./output,30
887,36,2,240,4,1,2,12,5,10,1,5,2,2.5,7,50,77,./output,30
888,40,2,240,4,1,2,12,5,10,1,5,2,2.5,7,50,77,./output,30
889,44,2,240,4,1,2,12,5,10,1,5,2,2.5,7,50,77,./output,30
890,48,2,240,4,1,2,12,5,10,1,5,2,2.5,7,50,77,./output,30
891,24,2,240,4,1,2,12,5,15,1,5,2,2.5,7,50,77,./output,30
892,28,2,240,4,1,2,12,5,15,1,5,2,2.5,7,50,77,./output,30
893,32,2,240,4,1,2,12,5,15,1,5,2,2.5,7,50,77,./output,30
894,36,2,240,4,1,2,12,5,15,1,5,2,2.5,7,50,77,./output,30
895,40,2,240,4,1,2,12,5,15,1,5,2,2.5,7,50,77,./output,30
896,16,2,240,4,1,2,12,5,20,1,5,2,2.5,7,50,77,./output,30
897,20,2,240,4,1,2,12,5,20,1,5,2,2.5,7,50,77,./output,30
898,24,2,240,4,1,2,12,5,20,1,5,2,2.5,7,50,77,./output,30
899,28,2,240,4,1,2,12,5,20,1,5,2,2.5,7,50,77,./output,30
900,32,2,240,4,1,2,12,5,20,1,5,2,2.5,7,50,77,./output,30
901,32,2,240,4,1,2,6,5,10,1,8,2,2.5,7,50,77,./output,30
902,36,2,240,4,1,2,6,5,10,1,8,2,2.5,7,50,77,./output,30
903,40,2,240,4,1,2,6,5,10,1,8,2,2.5,7,50,77,./output,30
904,44,2,240,4,1,2,6,5,10,1,8,2,2.5,7,50,77,./output,30
905,48,2,240,4,1,2,6,5,10,1,8,2,2.5,7,50,77,./output,30
906,24,2,240,4,1,2,6,5,15,1,8,2,2.5,7,50,77,./output,30
907,28,2,240,4,1,2,6,5,15,1,8,2,2.5,7,50,77,./output,30
908,32,2,240,4,1,2,6,5,15,1,8,2,2.5,7,50,77,./output,30
909,36,2,240,4,1,2,6,5,15,1,8,2,2.5,7,50,77,./output,30
910,40,2,240,4,1,2,6,5,15,1,8,2,2.5,7,50,77,./output,30
911,16,2,240,4,1,2,6,5,20,1,8,2,2.5,7,50,77,./output,30
912,20,2,240,4,1,2,6,5,20,1,8,2,2.5,7,50,77,./output,30
913,24,2,240,4,1,2,6,5,20,1,8,2,2.5,7,50,77,./output,30
914,28,2,240,4,1,2,6,5,20,1,8,2,2.5,7,50,77,./output,30
915,32,2,240,4,1,2,6,5,20,1,8,2,2.5,7,50,77,./output,30
916,32,2,240,4,1,2,9,5,10,1,8,2,2.5,7,50,77,./output,30
917,36,2,240,4,1,2,9,5,10,1,8,2,2.5,7,50,77,./output,30
918,40,2,240,4,1,2,9,5,10,1,8,2,2.5,7,50,77,./output,30
919,44,2,240,4,1,2,9,5,10,1,8,2,2.5,7,50,77,./output,30
920,48,2,240,4,1,2,9,5,10,1,8,2,2.5,7,50,77,./output,30
921,24,2,240,4,1,2,9,5,15,1,8,2,2.5,7,50,77,./output,30
922,28,2,240,4,1,2,9,5,15,1,8,2,2.5,7,50,77,./output,30
923,32,2,240,4,1,2,9,5,15,1,8,2,2.5,7,50,77,./output,30
924,36,2,240,4,1,2,9,5,15,1,8,2,2.5,7,50,77,./output,30
925,40,2,240,4,1,2,9,5,15,1,8,2,2.5,7,50,77,./output,30
926,16,2,240,4,1,2,9,5,20,1,8,2,2.5,7,50,77,./output,30
927,20,2,240,4,1,2,9,5,20,1,8,2,2.5,7,50,77,./output,30
928,24,2,240,4,1,2,9,5,20,1,8,2,2.5,7,50,77,./output,30
929,28,2,240,4,1,2,9,5,20,1,8,2,2.5,7,50,77,./output,30
930,32,2,240,4,1,2,9,5,20,1,8,2,2.5,7,50,77,./output,30
931,32,2,240,4,1,2,12,5,10,1,8,2,2.5,7,50,77,./output,30
932,36,2,240,4,1,2,12,5,10,1,8,2,2.5,7,50,77,./output,30
933,40,2,240,4,1,2,12,5,10,1,8,2,2.5,7,50,77,./output,30
934,44,2,240,4,1,2,12,5,10,1,8,2,2.5,7,50,77,./output,30
935,48,2,240,4,1,2,12,5,10,1,8,2,2.5,7,50,77,./output,30
936,24,2,240,4,1,2,12,5,15,1,8,2,2.5,7,50,77,./output,30
937,28,2,240,4,1,2,12,5,15,1,8,2,2.5,7,50,77,./output,30
938,32,2,240,4,1,2,12,5,15,1,8,2,2.5,7,50,77,./output,30
939,36,2,240,4,1,2,12,5,15,1,8,2,2.5,7,50,77,./output,30
940,40,2,240,4,1,2,12,5,15,1,8,2,2.5,7,50,77,./output,30
941,16,2,240,4,1,2,12,5,20,1,8,2,2.5,7,50,77,./output,30
942,20,2,240,4,1,2,12,5,20,1,8,2,2.5,7,50,77,./output,30
943,24,2,240,4,1,2,12,5,20,1,8,2,2.5,7,50,77,./output,30
944,28,2,240,4,1,2,12,5,20,1,8,2,2.5,7,50,77,./output,30
945,32,2,240,4,1,2,12,5,20,1,8,2,2.5,7,50,77,./output,30
946,32,2,240,4,2,2,6,5,10,1,2,2,2.5,7,50,77,./output,30
947,36,2,240,4,2,2,6,5,10,1,2,2,2.5,7,50,77,./output,30
948,40,2,240,4,2,2,6,5,10,1,2,2,2.5,7,50,77,./output,30
949,44,2,240,4,2,2,6,5,10,1,2,2,2.5,7,50,77,./output,30
950,48,2,240,4,2,2,6,5,10,1,2,2,2.5,7,50,77,./output,30
951,24,2,240,4,2,2,6,5,15,1,2,2,2.5,7,50,77,./output,30
952,28,2,240,4,2,2,6,5,15,1,2,2,2.5,7,50,77,./output,30
953,32,2,240,4,2,2,6,5,15,1,2,2,2.5,7,50,77,./output,30
954,36,2,240,4,2,2,6,5,15,1,2,2,2.5,7,50,77,./output,30
955,40,2,240,4,2,2,6,5,15,1,2,2,2.5,7,50,77,./output,30
956,16,2,240,4,2,2,6,5,20,1,2,2,2.5,7,50,77,./output,30
957,20,2,240,4,2,2,6,5,20,1,2,2,2.5,7,50,77,./output,30
958,24,2,240,4,2,2,6,5,20,1,2,2,2.5,7,50,77,./output,30
959,28,2,240,4,2,2,6,5,20,1,2,2,2.5,7,50,77,./output,30
960,32,2,240,4,2,2,6,5,20,1,2,2,2.5,7,50,77,./output,30
961,32,2,240,4,2,2,9,5,10,1,2,2,2.5,7,50,77,./output,30
962,36,2,240,4,2,2,9,5,10,1,2,2,2.5,7,50,77,./output,30
963,40,2,240,4,2,2,9,5,10,1,2,2,2.5,7,50,77,./output,30
964,44,2,240,4,2,2,9,5,10,1,2,2,2.5,7,50,77,./output,30
965,48,2,240,4,2,2,9,5,10,1,2,2,2.5,7,50,77,./output,30
966,24,2,240,4,2,2,9,5,15,1,2,2,2.5,7,50,77,./output,30
967,28,2,240,4,2,2,9,5,15,1,2,2,2.5,7,50,77,./output,30
968,32,2,240,4,2,2,9,5,15,1,2,2,2.5,7,50,77,./output,30
969,36,2,240,4,2,2,9,5,15,1,2,2,2.5,7,50,77,./output,30
970,40,2,240,4,2,2,9,5,15,1,2,2,2.5,7,50,77,./output,30
971,16,2,240,4,2,2,9,5,20,1,2,2,2.5,7,50,77,./output,30
972,20,2,240,4,2,2,9,5,20,1,2,2,2.5,7,50,77,./output,30
973,24,2,240,4,2,2,9,5,20,1,2,2,2.5,7,50,77,./output,30
974,28,2,240,4,2,2,9,5,20,1,2,2,2.5,7,50,77,./output,30
975,32,2,240,4,2,2,9,5,20,1,2,2,2.5,7,50,77,./output,30
976,32,2,240,4,2,2,12,5,10,1,2,2,2.5,7,50,77,./output,30
977,36,2,240,4,2,2,12,5,10,1,2,2,2.5,7,50,77,./output,30
978,40,2,240,4,2,2,12,5,10,1,2,2,2.5,7,50,77,./output,30
979,44,2,240,4,2,2,12,5,10,1,2,2,2.5,7,50,77,./output,30
980,48,2,240,4,2,2,12,5,10,1,2,2,2.5,7,50,77,./output,30
981,24,2,240,4,2,2,12,5,15,1,2,2,2.5,7,50,77,./output,30
982,28,2,240,4,2,2,12,5,15,1,2,2,2.5,7,50,77,./output,30
983,32,2,240,4,2,2,12,5,15,1,2,2,2.5,7,50,77,./output,30
984,36,2,240,4,2,2,12,5,15,1,2,2,2.5,7,50,77,./output,30
985,40,2,240,4,2,2,12,5,15,1,2,2,2.5,7,50,77,./output,30
986,16,2,240,4,2,2,12,5,20,1,2,2,2.5,7,50,77,./output,30
987,20,2,240,4,2,2,12,5,20,1,2,2,2.5,7,50,77,./output,30
988,24,2,240,4,2,2,12,5,20,1,2,2,2.5,7,50,77,./output,30
989,28,2,240,4,2,2,12,5,20,1,2,2,2.5,7,50,77,./output,30
990,32,2,240,4,2,2,12,5,20,1,2,2,2.5,7,50,77,./output,30
991,32,2,240,4,2,2,6,5,10,1,5,2,2.5,7,50,77,./output,30
992,36,2,240,4,2,2,6,5,10,1,5,2,2.5,7,50,77,./output,30
993,40,2,240,4,2,2,6,5,10,1,5,2,2.5,7,50,77,./output,30
994,44,2,240,4,2,2,6,5,10,1,5,2,2.5,7,50,77,./output,30
995,48,2,240,4,2,2,6,5,10,1,5,2,2.5,7,50,77,./output,30
996,24,2,240,4,2,2,6,5,15,1,5,2,2.5,7,50,77,./output,30
997,28,2,240,4,2,2,6,5,15,1,5,2,2.5,7,50,77,./output,30
998,32,2,240,4,2,2,6,5,15,1,5,2,2.5,7,50,77,./output,30
999,36,2,240,4,2,2,6,5,15,1,5,2,2.5,7,50,77,./output,30
1000,40,2,240,4,2,2,6,5,15,1,5,2,2.5,7,50,77,./output,30
1001,16,2,240,4,2,2,6,5,20,1,5,2,2.5,7,50,77,./output,30
1002,20,2,240,4,2,2,6,5,20,1,5,2,2.5,7,50,77,./output,30
1003,24,2,240,4,2,2,6,5,20,1,5,2,2.5,7,50,77,./output,30
1004,28,2,240,4,2,2,6,5,20,1,5,2,2.5,7,50,77,./output,30
1005,32,2,240,4,2,2,6,5,20,1,5,2,2.5,7,50,77,./output,30
1006,32,2,240,4,2,2,9,5,10,1,5,2,2.5,7,50,77,./output,30
1007,36,2,240,4,2,2,9,5,10,1,5,2,2.5,7,50,77,./output,30
1008,40,2,240,4,2,2,9,5,10,1,5,2,2.5,7,50,77,./output,30
1009,44,2,240,4,2,2,9,5,10,1,5,2,2.5,7,50,77,./output,30
1010,48,2,240,4,2,2,9,5,10,1,5,2,2.5,7,50,77,./output,30
1011,24,2,240,4,2,2,9,5,15,1,5,2,2.5,7,50,77,./output,30
1012,28,2,240,4,2,2,9,5,15,1,5,2,2.5,7,50,77,./output,30
1013,32,2,240,4,2,2,9,5,15,1,5,2,2.5,7,50,77,./output,30
1014,36,2,240,4,2,2,9,5,15,1,5,2,2.5,7,50,77,./output,30
1015,40,2,240,4,2,2,9,5,15,1,5,2,2.5,7,50,77,./output,30
1016,16,2,240,4,2,2,9,5,20,1,5,2,2.5,7,50,77,./output,30
1017,20,2,240,4,2,2,9,5,20,1,5,2,2.5,7,50,77,./output,30
1018,24,2,240,4,2,2,9,5,20,1,5,2,2.5,7,50,77,./output,30
1019,28,2,240,4,2,2,9,5,20,1,5,2,2.5,7,50,77,./output,30
1020,32,2,240,4,2,2,9,5,20,1,5,2,2.5,7,50,77,./output,30
1021,32,2,240,4,2,2,12,5,10,1,5,2,2.5,7,50,77,./output,30
1022,36,2,240,4,2,2,12,5,10,1,5,2,2.5,7,50,77,./output,30
1023,40,2,240,4,2,2,12,5,10,1,5,2,2.5,7,50,77,./output,30
1024,44,2,240,4,2,2,12,5,10,1,5,2,2.5,7,50,77,./output,30
1025,48,2,240,4,2,2,12,5,10,1,5,2,2.5,7,50,77,./output,30
1026,24,2,240,4,2,2,12,5,15,1,5,2,2.5,7,50,77,./output,30
1027,28,2,240,4,2,2,12,5,15,1,5,2,2.5,7,50,77,./output,30
1028,32,2,240,4,2,2,12,5,15,1,5,2,2.5,7,50,77,./output,30
1029,36,2,240,4,2,2,12,5,15,1,5,2,2.5,7,50,77,./output,30
1030,40,2,240,4,2,2,12,5,15,1,5,2,2.5,7,50,77,./output,30
1031,16,2,240,4,2,2,12,5,20,1,5,2,2.5,7,50,77,./output,30
1032,20,2,240,4,2,2,12,5,20,1,5,2,2.5,7,50,77,./output,30
1033,24,2,240,4,2,2,12,5,20,1,5,2,2.5,7,50,77,./output,30
1034,28,2,240,4,2,2,12,5,20,1,5,2,2.5,7,50,77,./output,30
1035,32,2,240,4,2,2,12,5,20,1,5,2,2.5,7,50,77,./output,30
1036,32,2,240,4,2,2,6,5,10,1,8,2,2.5,7,50,77,./output,30
1037,36,2,240,4,2,2,6,5,10,1,8,2,2.5,7,50,77,./output,30
1038,40,2,240,4,2,2,6,5,10,1,8,2,2.5,7,50,77,./output,30
1039,44,2,240,4,2,2,6,5,10,1,8,2,2.5,7,50,77,./output,30
1040,48,2,240,4,2,2,6,5,10,1,8,2,2.5,7,50,77,./output,30
1041,24,2,240,4,2,2,6,5,15,1,8,2,2.5,7,50,77,./output,30
1042,28,2,240,4,2,2,6,5,15,1,8,2,2.5,7,50,77,./output,30
1043,32,2,240,4,2,2,6,5,15,1,8,2,2.5,7,50,77,./output,30
1044,36,2,240,4,2,2,6,5,15,1,8,2,2.5,7,50,77,./output,30
1045,40,2,240,4,2,2,6,5,15,1,8,2,2.5,7,50,77,./output,30
1046,16,2,240,4,2,2,6,5,20,1,8,2,2.5,7,50,77,./output,30
1047,20,2,240,4,2,2,6,5,20,1,8,2,2.5,7,50,77,./output,30
1048,24,2,240,4,2,2,6,5,20,1,8,2,2.5,7,50,77,./output,30
1049,28,2,240,4,2,2,6,5,20,1,8,2,2.5,7,50,77,./output,30
1050,32,2,240,4,2,2,6,5,20,1,8,2,2.5,7,50,77,./output,30
1051,32,2,240,4,2,2,9,5,10,1,8,2,2.5,7,50,77,./output,30
1052,36,2,240,4,2,2,9,5,10,1,8,2,2.5,7,50,77,./output,30
1053,40,2,240,4,2,2,9,5,10,1,8,2,2.5,7,50,77,./output,30
1054,44,2,240,4,2,2,9,5,10,1,8,2,2.5,7,50,77,./output,30
1055,48,2,240,4,2,2,9,5,10,1,8,2,2.5,7,50,77,./output,30
1056,24,2,240,4,2,2,9,5,15,1,8,2,2.5,7,50,77,./output,30
1057,28,2,240,4,2,2,9,5,15,1,8,2,2.5,7,50,77,./output,30
1058,32,2,240,4,2,2,9,5,15,1,8,2,2.5,7,50,77,./output,30
1059,36,2,240,4,2,2,9,5,15,1,8,2,2.5,7,50,77,./output,30
1060,40,2,240,4,2,2,9,5,15,1,8,2,2.5,7,50,77,./output,30
1061,16,2,240,4,2,2,9,5,20,1,8,2,2.5,7,50,77,./output,30
1062,20,2,240,4,2,2,9,5,20,1,8,2,2.5,7,50,77,./output,30
1063,24,2,240,4,2,2,9,5,20,1,8,2,2.5,7,50,77,./output,30
1064,28,2,240,4,2,2,9,5,20,1,8,2,2.5,7,50,77,./output,30
1065,32,2,240,4,2,2,9,5,20,1,8,2,2.5,7,50,77,./output,30
1066,32,2,240,4,2,2,12,5,10,1,8,2,2.5,7,50,77,./output,30
1067,36,2,240,4,2,2,12,5,10,1,8,2,2.5,7,50,77,./output,30
1068,40,2,240,4,2,2,12,5,10,1,8,2,2.5,7,50,77,./output,30
1069,44,2,240,4,2,2,12,5,10,1,8,2,2.5,7,50,77,./output,30
1070,48,2,240,4,2,2,12,5,10,1,8,2,2.5,7,50,77,./output,30
1071,24,2,240,4,2,2,12,5,15,1,8,2,2.5,7,50,77,./output,30
1072,28,2,240,4,2,2,12,5,15,1,8,2,2.5,7,50,77,./output,30
1073,32,2,240,4,2,2,12,5,15,1,8,2,2.5,7,50,77,./output,30
1074,36,2,240,4,2,2,12,5,15,1,8,2,2.5,7,50,77,./output,30
1075,40,2,240,4,2,2,12,5,15,1,8,2,2.5,7,50,77,./output,30
1076,16,2,240,4,2,2,12,5,20,1,8,2,2.5,7,50,77,./output,30
1077,20,2,240,4,2,2,12,5,20,1,8,2,2.5,7,50,77,./output,30
1078,24,2,240,4,2,2,12,5,20,1,8,2,2.5,7,50,77,./output,30
1079,28,2,240,4,2,2,12,5,20,1,8,2,2.5,7,50,77,./output,30
1080,32,2,240,4,2,2,12,5,20,1,8,2,2.5,7,50,77,./output,30
1081,32,2,240,4,3,2,6,5,10,1,2,2,2.5,7,50,77,./output,30
1082,36,2,240,4,3,2,6,5,10,1,2,2,2.5,7,50,77,./output,30
1083,40,2,240,4,3,2,6,5,10,1,2,2,2.5,7,50,77,./output,30
1084,44,2,240,4,3,2,6,5,10,1,2,2,2.5,7,50,77,./output,30
1085,48,2,240,4,3,2,6,5,10,1,2,2,2.5,7,50,77,./output,30
1086,24,2,240,4,3,2,6,5,15,1,2,2,2.5,7,50,77,./output,30
1087,28,2,240,4,3,2,6,5,15,1,2,2,2.5,7,50,77,./output,30
1088,32,2,240,4,3,2,6,5,15,1,2,2,2.5,7,50,77,./output,30
1089,36,2,240,4,3,2,6,5,15,1,2,2,2.5,7,50,77,./output,30
1090,40,2,240,4,3,2,6,5,15,1,2,2,2.5,7,50,77,./output,30
1091,16,2,240,4,3,2,6,5,20,1,2,2,2.5,7,50,77,./output,30
1092,20,2,240,4,3,2,6,5,20,1,2,2,2.5,7,50,77,./output,30
1093,24,2,240,4,3,2,6,5,20,1,2,2,2.5,7,50,77,./output,30
1094,28,2,240,4,3,2,6,5,20,1,2,2,2.5,7,50,77,./output,30
1095,32,2,240,4,3,2,6,5,20,1,2,2,2.5,7,50,77,./output,30
1096,32,2,240,4,3,2,9,5,10,1,2,2,2.5,7,50,77,./output,30
1097,36,2,240,4,3,2,9,5,10,1,2,2,2.5,7,50,77,./output,30
1098,40,2,240,4,3,2,9,5,10,1,2,2,2.5,7,50,77,./output,30
1099,44,2,240,4,3,2,9,5,10,1,2,2,2.5,7,50,77,./output,30
1100,48,2,240,4,3,2,9,5,10,1,2,2,2.5,7,50,77,./output,30
1101,24,2,240,4,3,2,9,5,15,1,2,2,2.5,7,50,77,./output,30
1102,28,2,240,4,3,2,9,5,15,1,2,2,2.5,7,50,77,./output,30
1103,32,2,240,4,3,2,9,5,15,1,2,2,2.5,7,50,77,./output,30
1104,36,2,240,4,3,2,9,5,15,1,2,2,2.5,7,50,77,./output,30
1105,40,2,240,4,3,2,9,5,15,1,2,2,2.5,7,50,77,./output,30
1106,16,2,240,4,3,2,9,5,20,1,2,2,2.5,7,50,77,./output,30
1107,20,2,240,4,3,2,9,5,20,1,2,2,2.5,7,50,77,./output,30
1108,24,2,240,4,3,2,9,5,20,1,2,2,2.5,7,50,77,./output,30
1109,28,2,240,4,3,2,9,5,20,1,2,2,2.5,7,50,77,./output,30
1110,32,2,240,4,3,2,9,5,20,1,2,2,2.5,7,50,77,./output,30
1111,32,2,240,4,3,2,12,5,10,1,2,2,2.5,7,50,77,./output,30
1112,36,2,240,4,3,2,12,5,10,1,2,2,2.5,7,50,77,./output,30
1113,40,2,240,4,3,2,12,5,10,1,2,2,2.5,7,50,77,./output,30
1114,44,2,240,4,3,2,12,5,10,1,2,2,2.5,7,50,77,./output,30
1115,48,2,240,4,3,2,12,5,10,1,2,2,2.5,7,50,77,./output,30
1116,24,2,240,4,3,2,12,5,15,1,2,2,2.5,7,50,77,./output,30
1117,28,2,240,4,3,2,12,5,15,1,2,2,2.5,7,50,77,./output,30
1118,32,2,240,4,3,2,12,5,15,1,2,2,2.5,7,50,77,./output,30
1119,36,2,240,4,3,2,12,5,15,1,2,2,2.5,7,50,77,./output,30
1120,40,2,240,4,3,2,12,5,15,1,2,2,2.5,7,50,77,./output,30
1121,16,2,240,4,3,2,12,5,20,1,2,2,2.5,7,50,77,./output,30
1122,20,2,240,4,3,2,12,5,20,1,2,2,2.5,7,50,77,./output,30
1123,24,2,240,4,3,2,12,5,20,1,2,2,2.5,7,50,77,./output,30
1124,28,2,240,4,3,2,12,5,20,1,2,2,2.5,7,50,77,./output,30
1125,32,2,240,4,3,2,12,5,20,1,2,2,2.5,7,50,77,./output,30
1126,32,2,240,4,3,2,6,5,10,1,5,2,2.5,7,50,77,./output,30
1127,36,2,240,4,3,2,6,5,10,1,5,2,2.5,7,50,77,./output,30
1128,40,2,240,4,3,2,6,5,10,1,5,2,2.5,7,50,77,./output,30
1129,44,2,240,4,3,2,6,5,10,1,5,2,2.5,7,50,77,./output,30
1130,48,2,240,4,3,2,6,5,10,1,5,2,2.5,7,50,77,./output,30
1131,24,2,240,4,3,2,6,5,15,1,5,2,2.5,7,50,77,./output,30
1132,28,2,240,4,3,2,6,5,15,1,5,2,2.5,7,50,77,./output,30
1133,32,2,240,4,3,2,6,5,15,1,5,2,2.5,7,50,77,./output,30
1134,36,2,240,4,3,2,6,5,15,1,5,2,2.5,7,50,77,./output,30
1135,40,2,240,4,3,2,6,5,15,1,5,2,2.5,7,50,77,./output,30
1136,16,2,240,4,3,2,6,5,20,1,5,2,2.5,7,50,77,./output,30
1137,20,2,240,4,3,2,6,5,20,1,5,2,2.5,7,50,77,./output,30
1138,24,2,240,4,3,2,6,5,20,1,5,2,2.5,7,50,77,./output,30
1139,28,2,240,4,3,2,6,5,20,1,5,2,2.5,7,50,77,./output,30
1140,32,2,240,4,3,2,6,5,20,1,5,2,2.5,7,50,77,./output,30
1141,32,2,240,4,3,2,9,5,10,1,5,2,2.5,7,50,77,./output,30
1142,36,2,240,4,3,2,9,5,10,1,5,2,2.5,7,50,77,./output,30
1143,40,2,240,4,3,2,9,5,10,1,5,2,2.5,7,50,77,./output,30
1144,44,2,240,4,3,2,9,5,10,1,5,2,2.5,7,50,77,./output,30
1145,48,2,240,4,3,2,9,5,10,1,5,2,2.5,7,50,77,./output,30
1146,24,2,240,4,3,2,9,5,15,1,5,2,2.5,7,50,77,./output,30
1147,28,2,240,4,3,2,9,5,15,1,5,2,2.5,7,50,77,./output,30
1148,32,2,240,4,3,2,9,5,15,1,5,2,2.5,7,50,77,./output,30
1149,36,2,240,4,3,2,9,5,15,1,5,2,2.5,7,50,77,./output,30
1150,40,2,240,4,3,2,9,5,15,1,5,2,2.5,7,50,77,./output,30
1151,16,2,240,4,3,2,9,5,20,1,5,2,2.5,7,50,77,./output,30
1152,20,2,240,4,3,2,9,5,20,1,5,2,2.5,7,50,77,./output,30
1153,24,2,240,4,3,2,9,5,20,1,5,2,2.5,7,50,77,./output,30
1154,28,2,240,4,3,2,9,5,20,1,5,2,2.5,7,50,77,./output,30
1155,32,2,240,4,3,2,9,5,20,1,5,2,2.5,7,50,77,./output,30
1156,32,2,240,4,3,2,12,5,10,1,5,2,2.5,7,50,77,./output,30
1157,36,2,240,4,3,2,12,5,10,1,5,2,2.5,7,50,77,./output,30
1158,40,2,240,4,3,2,12,5,10,1,5,2,2.5,7,50,77,./output,30
1159,44,2,240,4,3,2,12,5,10,1,5,2,2.5,7,50,77,./output,30
1160,48,2,240,4,3,2,12,5,10,1,5,2,2.5,7,50,77,./output,30
1161,24,2,240,4,3,2,12,5,15,1,5,2,2.5,7,50,77,./output,30
1162,28,2,240,4,3,2,12,5,15,1,5,2,2.5,7,50,77,./output,30
1163,32,2,240,4,3,2,12,5,15,1,5,2,2.5,7,50,77,./output,30
1164,36,2,240,4,3,2,12,5,15,1,5,2,2.5,7,50,77,./output,30
1165,40,2,240,4,3,2,12,5,15,1,5,2,2.5,7,50,77,./output,30
1166,16,2,240,4,3,2,12,5,20,1,5,2,2.5,7,50,77,./output,30
1167,20,2,240,4,3,2,12,5,20,1,5,2,2.5,7,50,77,./output,30
